issn;journal_title;oa_model;apc;year
2214-854X;Translational Research in Anatomy;Open Access;1500;2019
0966-3274;Transplant Immunology;Hybrid;3000;2019
0041-1345;Transplantation Proceedings;Hybrid;2550;2019
2451-9596;Transplantation Reports;Open Access;1800;2019
0955-470X;Transplantation Reviews;Hybrid;1700;2019
0967-070X;Transport Policy;Hybrid;1800;2019
2214-3912;Transportation Geotechnics;Hybrid;2500;2019
2590-1982;Transportation Research Interdisciplinary Perspectives;Open Access;1100;2019
0965-8564;Transportation Research Part A;Hybrid;1950;2019
0191-2615;Transportation Research Part B;Hybrid;1800;2019
0968-090X;Transportation Research Part C;Hybrid;1950;2019
1361-9209;Transportation Research Part D;Hybrid;1950;2019
1366-5545;Transportation Research Part E;Hybrid;1800;2019
1369-8478;Transportation Research Part F: Psychology and Behaviour;Hybrid;1800;2019
2352-1465;Transportation Research Procedia;Open Access;0;2019
2352-6440;Trauma Case Reports;Open Access;750;2019
2214-367X;Travel Behaviour and Society;Hybrid;1800;2019
1477-8939;Travel Medicine and Infectious Disease;Hybrid;2500;2019
2210-8440;Trends in Anaesthesia and Critical Care;Hybrid;2500;2019
0165-9936;Trends in Analytical Chemistry;Hybrid;3550;2019
0968-0004;Trends in Biochemical Sciences;Hybrid;3800;2019
0167-7799;Trends in Biotechnology;Hybrid;3800;2019
2405-8033;Trends in Cancer;Hybrid;3800;2019
1050-1738;Trends in Cardiovascular Medicine;Hybrid;3000;2019
0962-8924;Trends in Cell Biology;Hybrid;3800;2019
1364-6613;Trends in Cognitive Sciences;Hybrid;3800;2019
0169-5347;Trends in Ecology & Evolution;Hybrid;3800;2019
1043-2760;Trends in Endocrinology & Metabolism;Hybrid;3800;2019
2214-1588;Trends in Environmental Analytical Chemistry;Hybrid;2600;2019
0924-2244;Trends in Food Science & Technology;Hybrid;3000;2019
0168-9525;Trends in Genetics;Hybrid;3800;2019
1471-4906;Trends in Immunology;Hybrid;3800;2019
0966-842X;Trends in Microbiology;Hybrid;3800;2019
1471-4914;Trends in Molecular Medicine;Hybrid;3800;2019
2211-9493;Trends in Neuroscience and Education;Hybrid;1700;2019
0166-2236;Trends in Neurosciences;Hybrid;3800;2019
1471-4922;Trends in Parasitology;Hybrid;3800;2019
0165-6147;Trends in Pharmacological Sciences;Hybrid;3800;2019
1360-1385;Trends in Plant Science;Hybrid;3800;2019
0301-679X;Tribology International;Hybrid;3000;2019
1472-9792;Tuberculosis;Hybrid;2500;2019
0886-7798;Tunnelling and Underground Space Technology incorporating Trenchless Technology Research;Hybrid;2500;2019
2452-2473;Turkish Journal of Emergency Medicine;Open Access;0;2019
0304-3991;Ultramicroscopy;Hybrid;3000;2019
0041-624X;Ultrasonics;Hybrid;2800;2019
1350-4177;Ultrasonics - Sonochemistry;Hybrid;2200;2019
0301-5629;Ultrasound in Medicine & Biology;Hybrid;1500;2019
2212-0955;Urban Climate;Hybrid;3300;2019
1618-8667;Urban Forestry & Urban Greening;Hybrid;1650;2019
0094-0143;Urologic Clinics of North America;Hybrid;3000;2019
1078-1439;Urologic Oncology: Seminars and Original Investigations;Hybrid;3000;2019
0090-4295;Urology;Hybrid;3000;2019
2214-4420;Urology Case Reports;Open Access;650;2019
2352-0779;Urology Practice;Hybrid;3000;2019
0957-1787;Utilities Policy;Hybrid;2500;2019
0264-410X;Vaccine;Hybrid;2450;2019
2590-1362;Vaccine: X;Open Access;2450;2019
1576-9887;Vacunas: investigación y práctica;Hybrid;1710;2019
0042-207X;Vacuum;Hybrid;2200;2019
1098-3015;Value in Health;Hybrid;2750;2019
2212-1099;Value in Health Regional Issues;Hybrid;1500;2019
1537-1891;Vascular Pharmacology;Hybrid;3000;2019
2214-2096;Vehicular Communications;Hybrid;3000;2019
2451-943X;Veterinary and Animal Science;Open Access;1600;2019
0749-0739;Veterinary Clinics of North America: Equine Practice;Hybrid;3000;2019
1094-9194;Veterinary Clinics of North America: Exotic Animal Practice;Hybrid;3000;2019
0749-0720;Veterinary Clinics of North America: Food Animal Practice;Hybrid;3000;2019
0195-5616;Veterinary Clinics of North America: Small Animal Practice;Hybrid;3000;2019
0165-2427;Veterinary Immunology and Immunopathology;Hybrid;3300;2019
0378-1135;Veterinary Microbiology;Hybrid;3500;2019
0304-4017;Veterinary Parasitology;Hybrid;3200;2019
2405-9390;Veterinary Parasitology: Regional Studies and Reports;Hybrid;2000;2019
0924-2031;Vibrational Spectroscopy;Hybrid;2600;2019
0042-6822;Virology;Hybrid;2350;2019
0168-1702;Virus Research;Hybrid;2750;2019
0042-6989;Vision Research;Hybrid;2200;2019
2405-4690;Visual Journal of Emergency Medicine;Hybrid;500;2019
1634-0760;Vocation sage-femme;Hybrid;3000;2019
0956-053X;Waste Management;Hybrid;3300;2019
0043-1354;Water Research;Hybrid;3750;2019
2212-4284;Water Resources and Economics;Hybrid;3000;2019
2212-3717;Water Resources and Industry;Open Access;1800;2019
1110-4929;Water Science;Open Access;0;2019
1674-2370;Water Science and Engineering;Open Access;0;2019
0165-2125;Wave Motion;Hybrid;2200;2019
0043-1648;Wear;Hybrid;3000;2019
2212-0947;Weather and Climate Extremes;Open Access;1500;2019
1080-6032;Wilderness & Environmental Medicine;Hybrid;3000;2019
2212-9774;Wine Economics and Policy;Open Access;0;2019
1871-5192;Women and Birth;Hybrid;1700;2019
1049-3867;Women's Health Issues;Hybrid;3000;2019
0277-5395;Women's Studies International Forum;Hybrid;1100;2019
0305-750X;World Development;Hybrid;2400;2019
2452-2929;World Development Perspectives;Hybrid;1100;2019
1003-5257;World Journal of Acupuncture ? Moxibustion;Hybrid;1000;2019
2095-8811;World Journal of Otorhinolaryngology-Head and Neck Surgery;Open Access;1500;2019
1878-8750;World Neurosurgery;Hybrid;2600;2019
0172-2190;World Patent Information;Hybrid;1800;2019
2213-9095;Wound Medicine;Hybrid;1700;2019
1865-9217;Zeitschrift fuer Evidenz, Fortbildung und Qualitaet im Gesundheitswesen;Hybrid;2052;2019
0939-3889;Zeitschrift fuer Medizinische Physik;Hybrid;2500;2019
0044-5231;Zoologischer Anzeiger;Hybrid;1800;2019
0944-2006;Zoology;Hybrid;1900;2019
1876-2859;Academic Pediatrics;Hybrid;3000;2020
1076-6332;Academic Radiology;Hybrid;2750;2020
0001-4575;Accident Analysis and Prevention;Hybrid;3380;2020
0155-9982;Accounting Forum;Hybrid;1100;2020
0361-3682;Accounting, Organizations and Society;Hybrid;1800;2020
0094-5765;Acta Astronautica;Hybrid;2950;2020
1742-7061;Acta Biomaterialia;Hybrid;3000;2020
0122-7262;Acta Colombiana de Cuidado Intensivo;Hybrid;2000;2020
1872-2032;Acta Ecologica Sinica;Hybrid;3000;2020
0065-1281;Acta Histochemica;Hybrid;2130;2020
1359-6454;Acta Materialia;Hybrid;3000;2020
0252-9602;Acta Mathematica Scientia;Hybrid;3000;2020
1146-609X;Acta Oecologica;Hybrid;2500;2020
2173-5735;Acta Otorrinolaringologica (English Edition);Hybrid;3000;2020
0001-6519;Acta Otorrinolaringologica Espanola;Hybrid;1800;2020
0001-6918;Acta Psychologica;Hybrid;2690;2020
0001-706X;Acta Tropica;Hybrid;2290;2020
1578-2190;Actas Dermo-Sifiliográficas (English Edition);Hybrid;3000;2020
0001-7310;Actas dermosifiliograficas;Open Access;2170;2020
0210-4806;Actas Urologicas Espanolas;Hybrid;3000;2020
2173-5786;Actas Urológicas Españolas (English Edition);Hybrid;3000;2020
0515-3700;Actualités pharmaceutiques;Hybrid;3000;2020
1570-8705;Ad Hoc Networks;Hybrid;2230;2020
0306-4603;Addictive Behaviors;Hybrid;2700;2020
2352-8532;Addictive Behaviors Reports;Open Access;2250;2020
2214-8604;Additive Manufacturing;Hybrid;2220;2020
0169-409X;Advanced Drug Delivery Reviews;Hybrid;4560;2020
1474-0346;Advanced Engineering Informatics;Hybrid;2550;2020
0921-8831;Advanced Powder Technology;Hybrid;2800;2020
0882-6110;Advances in Accounting;Hybrid;1870;2020
0737-6146;Advances in Anesthesia;Hybrid;2850;2020
0196-8858;Advances in Applied Mathematics;Hybrid;1650;2020
2212-4926;Advances in Biological Regulation;Hybrid;2550;2020
1548-5595;Advances in Chronic Kidney Disease;Hybrid;2500;2020
1674-9278;Advances in Climate Change Research;Open Access;1500;2020
0001-8686;Advances in Colloid and Interface Science;Hybrid;3500;2020
0965-9978;Advances in Engineering Software;Hybrid;2750;2020
2212-9588;Advances in Integrative Medicine;Hybrid;2700;2020
1040-2608;Advances in Life Course Research;Hybrid;1300;2020
0001-8708;Advances in Mathematics;Hybrid;1600;2020
1896-1126;Advances in Medical Sciences;Hybrid;1200;2020
0065-3101;Advances in Pediatrics;Hybrid;3000;2020
2452-1094;Advances in Radiation Oncology;Open Access;2000;2020
1041-7826;Advances in Small Animal Medicine and Surgery;Hybrid;3000;2020
0273-1177;Advances in Space Research;Hybrid;2600;2020
0065-3411;Advances in Surgery;Hybrid;3000;2020
0309-1708;Advances in Water Resources;Hybrid;3510;2020
1875-9637;Aeolian Research;Hybrid;1860;2020
1270-9638;Aerospace Science and Technology;Hybrid;2750;2020
1434-8411;AEUE - International Journal of Electronics and Communications;Hybrid;2460;2020
1568-1637;Ageing Research Reviews;Hybrid;3300;2020
1359-1789;Aggression and Violent Behavior;Hybrid;2700;2020
0168-1923;Agricultural and Forest Meteorology;Hybrid;3900;2020
0308-521X;Agricultural Systems;Hybrid;3710;2020
0378-3774;Agricultural Water Management;Hybrid;2940;2020
0167-8809;Agriculture, Ecosystems and Environment;Hybrid;3800;2020
2090-4479;Ain Shams Engineering Journal;Open Access;650;2020
1067-991X;Air Medical Journal;Hybrid;3000;2020
0196-6553;AJIC:  American Journal of Infection Control;Hybrid;1950;2020
2666-4305;AJO-DO Clinical Companion;Hybrid;3000;2020
2666-5778;AJOG Global Reports;Open Access;1000;2020
0741-8329;Alcohol;Hybrid;2900;2020
2211-9264;Algal Research;Hybrid;3160;2020
0301-0546;Allergologia et Immunopathologia;Hybrid;3000;2020
1875-0672;Alter - European Journal of Disability research, Revue européenne de recherche sur le handicap;Hybrid;3000;2020
0002-8703;American Heart Journal;Hybrid;3400;2020
2666-6022;American Heart Journal Open: Research and Practice;Open Access;1325;2020
0735-6757;American Journal of Emergency Medicine;Hybrid;1910;2020
0272-6386;American Journal of Kidney Diseases;Hybrid;3200;2020
0002-9378;American Journal of Obstetrics and Gynecology;Hybrid;4240;2020
0002-9394;American Journal of Ophthalmology;Hybrid;3600;2020
2451-9936;American Journal of Ophthalmology Case Reports;Open Access;900;2020
0889-5406;American Journal of Orthodontics & Dentofacial Orthopedics;Hybrid;3000;2020
0196-0709;American Journal of Otolaryngology--Head and Neck Medicine and Surgery;Hybrid;2250;2020
2666-6677;American Journal of Preventive Cardiology;Open Access;750;2020
0749-3797;American Journal of Preventive Medicine;Hybrid;2600;2020
2215-0390;Ampersand;Open Access;1000;2020
1075-9964;Anaerobe;Hybrid;2640;2020
1472-0299;Anaesthesia & Intensive Care Medicine;Hybrid;3000;2020
2352-5568;Anaesthesia Critical Care & Pain Medicine;Hybrid;2600;2020
0365-0596;Anais Brasileiros de Dermatologia;Open Access;1700;2020
1695-4033;Anales de Pediatria;Open Access;3000;2020
2213-6657;Analytic Methods in Accident Research;Hybrid;1800;2020
2590-1346;Analytica Chimica Acta: X;Open Access;1850;2020
0003-2697;Analytical Biochemistry;Hybrid;3450;2020
1932-2275;Anesthesiology Clinics;Hybrid;3000;2020
2352-5800;Anesthésie & Réanimation;Hybrid;2000;2020
0003-3472;Animal Behaviour;Hybrid;2600;2020
0377-8401;Animal Feed Science and Technology;Hybrid;3200;2020
2352-4065;Animal Gene;Hybrid;1590;2020
0378-4320;Animal Reproduction Science;Hybrid;2900;2020
0003-4266;Annales d'Endocrinologie;Hybrid;2330;2020
0003-3928;Annales de cardiologie et d'angéiologie;Hybrid;1500;2020
0294-1260;Annales de chirurgie plastique esthétique;Hybrid;2510;2020
0151-9638;Annales de Dermatologie et de Vénéréologie;Hybrid;1500;2020
0294-1449;Annales de l'Institut Henri Poincaré / Analyse non linéaire;Hybrid;700;2020
0753-3969;Annales de Paléontologie;Hybrid;2950;2020
0242-6498;Annales de Pathologie;Hybrid;2000;2020
1879-7261;Annales françaises d?oto-rhino-laryngologie et de pathologie cervico-faciale;Hybrid;2000;2020
0003-4487;Annales médico-psychologiques;Hybrid;1500;2020
0003-4509;Annales Pharmaceutiques Françaises;Hybrid;3000;2020
1081-1206;Annals of Allergy, Asthma & Immunology;Hybrid;3000;2020
0940-9602;Annals of Anatomy;Hybrid;2910;2020
1092-9134;Annals of Diagnostic Pathology;Hybrid;2600;2020
0196-0644;Annals of Emergency Medicine;Hybrid;3000;2020
1047-2797;Annals of Epidemiology;Hybrid;3000;2020
1665-2681;Annals of Hepatology;Open Access;300;2020
2049-0801;Annals of Medicine and Surgery;Open Access;950;2020
0306-4549;Annals of Nuclear Energy;Hybrid;2100;2020
0923-7534;Annals of Oncology;Hybrid;2250;2020
1877-0657;Annals of Physical and Rehabilitation Medicine;Hybrid;2600;2020
0003-4916;Annals of Physics;Hybrid;2200;2020
0168-0072;Annals of Pure and Applied Logic;Hybrid;1850;2020
0160-7383;Annals of Tourism Research;Hybrid;2610;2020
0890-5096;Annals of Vascular Surgery;Hybrid;2610;2020
1367-5788;Annual Reviews in Control;Hybrid;2650;2020
2213-3054;Anthropocene;Hybrid;2790;2020
0166-3542;Antiviral Research;Hybrid;2950;2020
0195-6663;Appetite;Hybrid;3380;2020
2666-352X;Applications in Energy and Combustion Science;Open Access;900;2020
2666-4968;Applications in Engineering Science;Open Access;1250;2020
0003-682X;Applied Acoustics;Hybrid;2500;2020
1063-5203;Applied and Computational Harmonic Analysis;Hybrid;1850;2020
0168-1591;Applied Animal Behaviour Science;Hybrid;3000;2020
2590-2865;Applied Animal Science;Hybrid;2500;2020
0926-860X;Applied Catalysis A, General;Hybrid;2700;2020
0926-3373;Applied Catalysis B: Environmental;Hybrid;3780;2020
0169-1317;Applied Clay Science;Hybrid;2500;2020
2590-1974;Applied Computing and Geosciences;Open Access;750;2020
0306-2619;Applied Energy;Hybrid;3650;2020
0003-6870;Applied Ergonomics;Hybrid;3300;2020
0883-2927;Applied Geochemistry;Hybrid;2750;2020
0143-6228;Applied Geography;Hybrid;2650;2020
2352-9407;Applied Materials Today;Hybrid;2350;2020
0307-904X;Applied Mathematical Modelling;Hybrid;1850;2020
0096-3003;Applied Mathematics and Computation;Hybrid;1750;2020
0893-9659;Applied Mathematics Letters;Hybrid;1850;2020
2666-1179;Applied Mathematics Letters: X;Open Access;1500;2020
0168-9274;Applied Numerical Mathematics;Hybrid;1300;2020
0897-1897;Applied Nursing Research;Hybrid;2940;2020
0141-1187;Applied Ocean Research;Hybrid;2950;2020
0969-8043;Applied Radiation and Isotopes;Hybrid;2850;2020
1568-4946;Applied Soft Computing Journal;Hybrid;2160;2020
0929-1393;Applied Soil Ecology;Hybrid;3120;2020
0169-4332;Applied Surface Science;Hybrid;2850;2020
2666-5239;Applied Surface Science Advances;Open Access;750;2020
1359-4311;Applied Thermal Engineering;Hybrid;3090;2020
2666-5069;Apunts Sports Medicine;Hybrid;3000;2020
0144-8609;Aquacultural Engineering;Hybrid;3750;2020
0044-8486;Aquaculture;Hybrid;4000;2020
2352-5134;Aquaculture Reports;Open Access;1200;2020
0304-3770;Aquatic Botany;Hybrid;2770;2020
0166-445X;Aquatic Toxicology;Hybrid;3360;2020
1687-1979;Arab Journal of Gastroenterology;Hybrid;3000;2020
2352-2267;Archaeological Research in Asia;Hybrid;1650;2020
0929-693X;Archives de pédiatrie;Hybrid;3000;2020
1261-694X;Archives des Maladies du Coeur et des Vaisseaux ? Pratique;Hybrid;2000;2020
1775-8785;Archives des Maladies Professionnelles et de l'Environnement;Hybrid;1650;2020
0003-9861;Archives of Biochemistry and Biophysics;Hybrid;3250;2020
1875-2136;Archives of Cardiovascular Diseases;Hybrid;2500;2020
1644-9665;Archives of Civil and Mechanical Engineering;Hybrid;3000;2020
0167-4943;Archives of Gerontology and Geriatrics;Hybrid;2600;2020
0188-4409;Archives of Medical Research;Hybrid;2750;2020
0003-9969;Archives of Oral Biology;Hybrid;2700;2020
0003-9993;Archives of Physical Medicine and Rehabilitation;Hybrid;3500;2020
0883-9417;Archives of Psychiatric Nursing;Hybrid;2650;2020
2590-1095;Archives of Rehabilitation Research and Clinical Translation;Open Access;2000;2020
0300-2896;Archivos de Bronconeumologia;Hybrid;3000;2020
1579-2129;Archivos de Bronconeumología (English Edition);Hybrid;3000;2020
0365-6691;Archivos de la Sociedad Espanola de Oftalmologia;Hybrid;3000;2020
2173-5794;Archivos de la Sociedad Española de Oftalmología (English Ed);Hybrid;3000;2020
2590-0056;Array;Open Access;1350;2020
2352-3441;Arthroplasty Today;Open Access;1995;2020
1467-8039;Arthropod Structure and Development;Hybrid;2500;2020
2212-6287;Arthroscopy Techniques;Open Access;900;2020
2666-061X;Arthroscopy, Sports Medicine, and Rehabilitation;Open Access;2000;2020
0749-8063;Arthroscopy: The Journal of Arthroscopic and Related Surgery;Hybrid;2500;2020
0004-3702;Artificial Intelligence;Hybrid;2750;2020
0933-3657;Artificial Intelligence In Medicine;Hybrid;2650;2020
1876-2018;Asian Journal of Psychiatry;Hybrid;2270;2020
1976-1317;Asian Nursing Research;Open Access;1000;2020
2185-5560;Asian Transport Studies;Open Access;550;2020
1075-2935;Assessing Writing;Hybrid;2440;2020
2213-1337;Astronomy and Computing;Hybrid;1600;2020
0927-6505;Astroparticle Physics;Hybrid;2450;2020
0212-6567;Atencion Primaria;Open Access;810;2020
2605-0730;Atención Primaria Práctica;Open Access;1500;2020
0021-9150;Atherosclerosis;Hybrid;3200;2020
1567-5688;Atherosclerosis (Supplements) (Component);Hybrid;2880;2020
2590-1354;Atherosclerosis: X;Open Access;2100;2020
1061-3315;Atlas of the Oral & Maxillofacial Surgery Clinics of North A;Hybrid;3000;2020
2590-1621;Atmospheric Environment: X;Open Access;1400;2020
1309-1042;Atmospheric Pollution Research;Hybrid;1500;2020
0169-8095;Atmospheric Research;Hybrid;2780;2020
0092-640X;Atomic Data and Nuclear Data Tables;Hybrid;3220;2020
0385-8146;Auris Nasus Larynx;Hybrid;3000;2020
2588-994X;Australasian Emergency Care;Hybrid;1700;2020
1441-3582;Australasian Marketing Journal (AMJ);Hybrid;1100;2020
1036-7314;Australian Critical Care;Hybrid;1700;2020
1568-9972;Autoimmunity Reviews;Hybrid;4000;2020
0005-1098;Automatica;Hybrid;3010;2020
0926-5805;Automation in Construction;Hybrid;2700;2020
1566-0702;Autonomic Neuroscience: Basic and Clinical;Hybrid;2900;2020
1439-1791;Basic and Applied Ecology;Hybrid;2000;2020
0005-2728;BBA - Bioenergetics;Hybrid;3850;2020
0005-2736;BBA - Biomembranes;Hybrid;3820;2020
1874-9399;BBA - Gene Regulatory Mechanisms;Hybrid;3950;2020
0304-4165;BBA - General Subjects;Hybrid;4025;2020
1388-1981;BBA - Molecular and Cell Biology of Lipids;Hybrid;3830;2020
0925-4439;BBA - Molecular Basis of Disease;Hybrid;3290;2020
0167-4889;BBA - Molecular Cell Research;Hybrid;3750;2020
1570-9639;BBA - Proteins and Proteomics;Hybrid;3550;2020
0304-419X;BBA - Reviews on Cancer;Hybrid;3900;2020
0005-7894;Behavior Therapy;Hybrid;3000;2020
0005-7967;Behaviour Research and Therapy;Hybrid;3550;2020
0166-4328;Behavioural Brain Research;Hybrid;2850;2020
0376-6357;Behavioural Processes;Hybrid;2300;2020
1521-6896;Best Practice & Research Clinical Anaesthesiology;Hybrid;2500;2020
1521-690X;Best Practice & Research Clinical Endocrinology & Metabolism;Hybrid;3000;2020
1521-6918;Best Practice & Research Clinical Gastroenterology;Hybrid;2950;2020
1521-6926;Best Practice & Research Clinical Haematology;Hybrid;3000;2020
1521-6934;Best Practice & Research Clinical Obstetrics & Gynaecology;Hybrid;2800;2020
1521-6942;Best Practice & Research Clinical Rheumatology;Hybrid;2650;2020
2214-5796;Big Data Research;Hybrid;2800;2020
2212-6198;Bioactive Carbohydrates and Dietary Fibre;Hybrid;3260;2020
2452-199X;Bioactive Materials;Open Access;630;2020
1878-8181;Biocatalysis and Agricultural Biotechnology;Hybrid;2680;2020
0006-291X;Biochemical and Biophysical Research Communications;Hybrid;2450;2020
1369-703X;Biochemical Engineering Journal;Hybrid;3450;2020
0006-2952;Biochemical Pharmacology;Hybrid;3830;2020
0305-1978;Biochemical Systematics and Ecology;Hybrid;2800;2020
2405-5808;Biochemistry and Biophysics Reports;Open Access;1700;2020
0208-5216;Biocybernetics and Biomedical Engineering;Hybrid;1500;2020
1567-5394;Bioelectrochemistry;Hybrid;2600;2020
2590-2075;Biofilm;Open Access;2200;2020
0006-3207;Biological Conservation;Hybrid;3150;2020
1049-9644;Biological Control;Hybrid;3280;2020
0006-3223;Biological Psychiatry;Hybrid;3300;2020
2451-9022;Biological Psychiatry: Cognitive Neuroscience and Neuroimaging;Hybrid;3000;2020
0301-0511;Biological Psychology;Hybrid;2960;2020
1045-1056;Biologicals;Hybrid;3000;2020
1083-8791;Biology of Blood and Marrow Transplantation;Hybrid;3650;2020
2666-1446;Biomarkers in Neuropsychiatry;Open Access;1750;2020
0961-9534;Biomass and Bioenergy;Hybrid;3520;2020
0142-9612;Biomaterials;Hybrid;4130;2020
2666-5344;Biomaterials and Biosystems;Open Access;1000;2020
1746-8094;Biomedical Signal Processing and Control;Hybrid;1700;2020
0753-3322;Biomedicine & Pharmacotherapy;Open Access;2660;2020
2214-7535;Biomolecular Detection and Quantification;Open Access;1850;2020
0968-0896;Bioorganic & Medicinal Chemistry;Hybrid;3000;2020
0960-894X;Bioorganic & Medicinal Chemistry Letters;Hybrid;2500;2020
0045-2068;Bioorganic Chemistry;Hybrid;3110;2020
0301-4622;Biophysical Chemistry;Hybrid;3300;2020
0006-3495;Biophysical Journal;Hybrid;2500;2020
2405-8866;Bioprinting;Hybrid;1800;2020
0960-8524;Bioresource Technology;Hybrid;4070;2020
2590-0536;Biosafety and Health;Open Access;2500;2020
0956-5663;Biosensors and Bioelectronics;Hybrid;4080;2020
2590-1370;Biosensors and Bioelectronics: X;Open Access;3500;2020
0303-2647;BioSystems;Hybrid;2100;2020
1537-5110;Biosystems Engineering;Hybrid;2750;2020
0734-9750;Biotechnology Advances;Hybrid;4150;2020
2215-017X;Biotechnology Reports;Open Access;1850;2020
2352-5738;Biotribology;Hybrid;2000;2020
2058-5349;BJA Education;Hybrid;3200;2020
1079-9796;Blood Cells, Molecules and Diseases;Hybrid;3300;2020
0268-960X;Blood Reviews;Hybrid;3400;2020
1740-1445;Body Image;Hybrid;2100;2020
8756-3282;Bone;Hybrid;3070;2020
2352-1872;Bone Reports;Open Access;1450;2020
1538-4721;Brachytherapy;Hybrid;3300;2020
0278-2626;Brain and Cognition;Hybrid;2500;2020
0387-7604;Brain and Development;Hybrid;3000;2020
0093-934X;Brain and Language;Hybrid;2650;2020
0889-1591;Brain Behavior and Immunity;Hybrid;3370;2020
0006-8993;Brain Research;Hybrid;2850;2020
0361-9230;Brain Research Bulletin;Hybrid;2350;2020
1935-861X;Brain Stimulation;Open Access;2250;2020
2666-3546;Brain, Behavior, & Immunity - Health;Open Access;2500;2020
2666-5794;BrainScience;Open Access;1500;2020
1413-8670;Brazilian Journal of Infectious Diseases;Open Access;1500;2020
0007-0912;British Journal of Anaesthesia;Hybrid;3200;2020
0266-4356;British Journal of Oral & Maxillofacial Surgery;Hybrid;3300;2020
0360-1323;Building and Environment;Hybrid;3280;2020
0007-4497;Bulletin des sciences mathématiques;Hybrid;950;2020
0007-4551;Bulletin du Cancer;Hybrid;1500;2020
0305-4179;Burns;Hybrid;3000;2020
2468-9122;Burns Open;Open Access;1400;2020
0007-6813;Business Horizons;Hybrid;1800;2020
0007-9820;Cahiers de la puéricultrice;Hybrid;3000;2020
0007-9960;Cahiers de Nutrition et de Diététique;Hybrid;2000;2020
0364-5916;Calphad;Hybrid;2820;2020
0846-5371;Canadian Association of Radiologists Journal;Hybrid;1700;2020
0828-282X;Canadian Journal of Cardiology;Hybrid;3200;2020
1499-2671;Canadian Journal of Diabetes;Hybrid;3300;2020
0008-4182;Canadian Journal of Ophthalmology/Journal canadien d'ophtalmologie;Hybrid;3000;2020
1278-3218;Cancer / Radiothérapie;Hybrid;3000;2020
1535-6108;Cancer Cell;Hybrid;5200;2020
1877-7821;Cancer Epidemiology;Hybrid;2750;2020
2210-7762;Cancer Genetics;Hybrid;3270;2020
0304-3835;Cancer Letters;Hybrid;3840;2020
2468-2942;Cancer Treatment and Research Communications;Open Access;650;2020
0305-7372;Cancer Treatment Reviews;Hybrid;3670;2020
0144-8617;Carbohydrate Polymers;Hybrid;3780;2020
0008-6215;Carbohydrate Research;Hybrid;3300;2020
0008-6223;Carbon;Hybrid;3700;2020
1877-9182;Cardiac Electrophysiology Clinics;Hybrid;2440;2020
0733-8651;Cardiology Clinics;Hybrid;3000;2020
1054-8807;Cardiovascular Pathology;Hybrid;3000;2020
1553-8389;Cardiovascular Revascularization Medicine;Hybrid;2700;2020
2468-6441;CASE;Open Access;830;2020
2214-9112;Case Reports in Women's Health;Open Access;500;2020
2666-0164;Case Studies in Chemical and Environmental Engineering;Open Access;600;2020
2214-5095;Case Studies in Construction Materials;Open Access;550;2020
2214-157X;Case Studies in Thermal Engineering;Open Access;550;2020
2213-624X;Case Studies on Transport Policy;Hybrid;1800;2020
1566-7367;Catalysis Communications;Hybrid;2370;2020
0920-5861;Catalysis Today;Hybrid;3250;2020
0341-8162;Catena;Hybrid;3050;2020
0092-8674;Cell;Hybrid;5900;2020
0143-4160;Cell Calcium;Hybrid;3620;2020
2451-9456;Cell Chemical Biology;Hybrid;5200;2020
1931-3128;Cell Host & Microbe;Hybrid;5200;2020
1550-4131;Cell Metabolism;Hybrid;5200;2020
2211-1247;Cell Reports;Open Access;5200;2020
2666-3791;Cell Reports Medicine;Open Access;5200;2020
2666-3864;Cell Reports Physical Science;Open Access;5200;2020
1934-5909;Cell Stem Cell;Hybrid;5200;2020
2405-4712;Cell Systems;Hybrid;5200;2020
2352-345X;Cellular and Molecular Gastroenterology and Hepatology;Open Access;2000;2020
0008-8749;Cellular Immunology;Hybrid;2350;2020
0898-6568;Cellular Signalling;Hybrid;2750;2020
2666-5492;Cement;Open Access;900;2020
0958-9465;Cement and Concrete Composites;Hybrid;3300;2020
0008-8846;Cement and Concrete Research;Hybrid;3500;2020
0272-8842;Ceramics International;Hybrid;2950;2020
2666-2450;Cerebral Circulation - Cognition and Behavior;Open Access;2400;2020
2590-0544;Chaos, Solitons & Fractals: X;Open Access;2200;2020
0960-0779;Chaos, Solitons and Fractals: the interdisciplinary journal of Nonlinear Science, and Nonequilibrium and Complex Phenomena;Hybrid;2430;2020
2405-8300;Chemical Data Collections;Hybrid;500;2020
0255-2701;Chemical Engineering and Processing - Process Intensification;Hybrid;3300;2020
1385-8947;Chemical Engineering Journal;Hybrid;3800;2020
0263-8762;Chemical Engineering Research and Design;Hybrid;3300;2020
2590-1400;Chemical Engineering Science: X;Open Access;3500;2020
0009-2541;Chemical Geology;Hybrid;2340;2020
0301-0104;Chemical Physics;Hybrid;3050;2020
2590-1419;Chemical Physics Letters: X;Open Access;3050;2020
0009-2797;Chemico-Biological Interactions;Hybrid;3310;2020
0009-3084;Chemistry and Physics of Lipids;Hybrid;3100;2020
0169-7439;Chemometrics and Intelligent Laboratory Systems;Hybrid;3050;2020
0045-6535;Chemosphere;Hybrid;3230;2020
0012-3692;Chest;Hybrid;3300;2020
0145-2134;Child Abuse & Neglect;Hybrid;2100;2020
1056-4993;Child and Adolescent Psychiatric Clinics of North America;Hybrid;2690;2020
0190-7409;Children and Youth Services Review;Hybrid;1800;2020
