issn;journal_title;oa_mode;apc;year;;;
1477-268X;International Journal of Pavement Engineering;Hybrid;2950;2017;;;
1474-8185;International Journal of Performance Analysis in Sport;Hybrid;2950;2017;;;
2040-0934;International Journal of Performance Arts and Digital Media;Hybrid;2950;2017;;;
1366-5863;International Journal of Pest Management;Hybrid;2950;2017;;;
1466-4542;International Journal of Philosophical Studies;Hybrid;2950;2017;;;
2169-2335;International Journal of Philosophy and Theology;Hybrid;2950;2017;;;
1549-7879;International Journal of Phytoremediation;Hybrid;2950;2017;;;
2159-4953;International Journal of Play;Hybrid;2950;2017;;;
1558-0970;International Journal of Political Economy;Hybrid;2950;2017;;;
1563-5341;International Journal of Polymer Analysis and Characterization;Hybrid;2950;2017;;;
1563-535X;International Journal of Polymeric Materials and Polymeric Biomaterials;Hybrid;2950;2017;;;
1366-588X;International Journal of Production Research;Hybrid;2950;2017;;;
1471-1788;International Journal of Psychiatry in Clinical Practice;Hybrid;2950;2017;;;
1532-4265;International Journal of Public Administration;Hybrid;2950;2017;;;
1366-5898;International Journal of Qualitative Studies in Education;Hybrid;2950;2017;;;
1748-2631;International Journal of Qualitative Studies on Health and Well-being;Open Access;See Instructions for Authors;2017;;;
1362-3095;International Journal of Radiation Biology;Hybrid;2950;2017;;;
2324-8386;International Journal of Rail Transportation;Hybrid;2950;2017;;;
2051-4549;International Journal of Regional and Local History;Hybrid;2950;2017;;;
1366-5901;International Journal of Remote Sensing;Hybrid;2950;2017;;;
1743-7288;International Journal of Research & Method in Education;Hybrid;2950;2017;;;
1814-2060;International Journal of River Basin Management;Hybrid;2950;2017;;;
2168-3611;International Journal of School & Educational Psychology;Hybrid;2950;2017;;;
1464-5289;International Journal of Science Education;Hybrid;2950;2017;;;
2154-8463;International Journal of Science Education, Part B;Hybrid;2950;2017;;;
1931-762X;International Journal of Sexual Health;Hybrid;2950;2017;;;
1947-542X;International Journal of Smart and Nano Materials;Open Access;See Instructions for Authors;2017;;;
1464-5300;International Journal of Social Research Methodology;Hybrid;2950;2017;;;
1557-9336;International Journal of Sociology;Hybrid;2950;2017;;;
2472-1743;International Journal of Spa and Wellness;Hybrid;2950;2017;;;
1754-9515;International Journal of Speech-Language Pathology;Hybrid;2950;2017;;;
1557-251X;International Journal of Sport and Exercise Psychology;Hybrid;2950;2017;;;
1940-6959;International Journal of Sport Policy and Politics;Hybrid;2950;2017;;;
1553-1198;International Journal of Strategic Communication;Hybrid;2950;2017;;;
1648-9179;International Journal of Strategic Property Management;Hybrid;2950;2017;;;
2093-7628;International Journal of Sustainable Building Technology and Urban Development;Hybrid;2950;2017;;;
1745-2627;International Journal of Sustainable Development & World Ecology;Hybrid;2950;2017;;;
1478-646X;International Journal of Sustainable Energy;Hybrid;2950;2017;;;
1939-7046;International Journal of Sustainable Engineering;Hybrid;2950;2017;;;
1556-8334;International Journal of Sustainable Transportation;Hybrid;2950;2017;;;
1464-5319;International Journal of Systems Science;Hybrid;2950;2017;;;
2330-2682;International Journal of Systems Science: Operations & Logistics;Hybrid;2950;2017;;;
1532-7574;International Journal of Testing;Hybrid;2950;2017;;;
1466-1829;International Journal of the Economics of Business;Hybrid;2950;2017;;;
1469-9257;International Journal of the Legal Profession;Hybrid;2950;2017;;;
2377-0058;International Journal of Tourism Sciences;Hybrid;2950;2017;;;
1448-0220;International Journal of Training Research;Hybrid;2950;2017;;;
1434-4599;International Journal of Transgenderism;Hybrid;2950;2017;;;
2161-6779;International Journal of Urban Sciences;Hybrid;2950;2017;;;
1946-3146;International Journal of Urban Sustainable Development;Hybrid;2950;2017;;;
1931-5279;International Journal of Vegetable Science;Hybrid;2950;2017;;;
2044-4044;International Journal of Ventilation;Hybrid;2950;2017;;;
1360-0648;International Journal of Water Resources Development;Hybrid;2950;2017;;;
1424-1250;International Journal on Media Management;Hybrid;2950;2017;;;
1743-2804;International Materials Reviews;Hybrid;2950;2017;;;
1931-3160;International Multilingual Research Journal;Hybrid;2950;2017;;;
1743-906X;International Peacekeeping;Hybrid;2950;2017;;;
1469-9265;International Planning Studies;Hybrid;2950;2017;;;
1559-3169;International Public Management Journal;Hybrid;2950;2017;;;
1747-7611;International Research in Geographical and Environmental Education;Hybrid;2950;2017;;;
1465-3486;International Review of Applied Economics;Hybrid;2950;2017;;;
1364-6885;International Review of Law, Computers & Technology;Hybrid;2950;2017;;;
1369-1627;International Review of Psychiatry;Hybrid;2950;2017;;;
2331-7795;International Review of Public Administration;Hybrid;2950;2017;;;
1469-9273;International Review of Sociology;Hybrid;2950;2017;;;
1750-9858;International Review of Sport and Exercise Psychology;Hybrid;2950;2017;;;
1563-5244;International Reviews of Immunology;Hybrid;2950;2017;;;
1942-2547;International Studies in Catholic Education;Hybrid;2950;2017;;;
1747-5066;International Studies in Sociology of Education;Hybrid;2950;2017;;;
1469-9281;International Studies in the Philosophy of Science;Hybrid;2950;2017;;;
1558-0911;International Studies of Management & Organization;Hybrid;2950;2017;;;
2042-6453;International Wood Products Journal;Hybrid;2950;2017;;;
2470-1483;Internet Histories;Hybrid;2950;2017;;;
1540-4749;Internet Reference Services Quarterly;Hybrid;2950;2017;;;
1469-929X;Interventions;Hybrid;2950;2017;;;
2169-0707;Intrinsically Disordered Proteins;Hybrid;2950;2017;;;
1741-5985;Inverse Problems in Science and Engineering;Hybrid;2950;2017;;;
2157-0272;Invertebrate Reproduction & Development;Hybrid;2950;2017;;;
2472-7466;Investigations in Mathematics Learning;Hybrid;2950;2017;;;
2077-0227;Investment Analysts Journal;Hybrid;2950;2017;;;
2396-9202;Iran;Hybrid;2950;2017;;;
1475-4819;Iranian Studies;Hybrid;2950;2017;;;
1747-4965;Irish Educational Studies;Hybrid;2950;2017;;;
1743-9078;Irish Political Studies;Hybrid;2950;2017;;;
1469-9303;Irish Studies Review;Hybrid;2950;2017;;;
1743-2812;Ironmaking & Steelmaking;Hybrid;2950;2017;;;
2164-3040;ISH Journal of Hydraulic Engineering;Hybrid;2950;2017;;;
1469-9311;Islam and Christian–Muslim Relations;Hybrid;2950;2017;;;
1938-2022;Islets;Hybrid;2950;2017;;;
1477-2639;Isotopes in Environmental and Health Studies;Hybrid;2950;2017;;;
1743-9086;Israel Affairs;Hybrid;2950;2017;;;
2373-9789;Israel Journal of Foreign Affairs;Hybrid;2950;2017;;;
1096-4673;Issues in Mental Health Nursing;Hybrid;2950;2017;;;
1828-051X;Italian Journal of Animal Science;Open Access;See Instructions for Authors;2017;;;
1469-932X;Japan Forum;Hybrid;2950;2017;;;
1469-9338;Japanese Studies;Hybrid;2950;2017;;;
1854-8377;Javnost - The Public;Hybrid;2950;2017;;;
1749-4079;Jazz Perspectives;Hybrid;2950;2017;;;
2167-9428;Jewish Culture and History;Hybrid;2950;2017;;;
1740-1666;Journal for Cultural Research;Hybrid;2950;2017;;;
1469-1957;Journal for Maritime Research;Hybrid;2950;2017;;;
2044-0251;Journal for the Study of Spirituality;Hybrid;2950;2017;;;
1935-7400;Journal for the Study of Sports and Athletes in Education;Hybrid;2950;2017;;;
1536-7975;Journal of Access Services;Hybrid;2950;2017;;;
1545-0848;Journal of Addictive Diseases;Hybrid;2950;2017;;;
1568-5616;Journal of Adhesion Science and Technology;Hybrid;2950;2017;;;
1743-1654;Journal of Adult Theological Education;Hybrid;2950;2017;;;
1754-0402;Journal of Adventure Education and Outdoor Learning;Hybrid;2950;2017;;;
1557-7805;Journal of Advertising;Hybrid;2950;2017;;;
2000-4214;Journal of Aesthetics & Culture;Open Access;See Instructions for Authors;2017;;;
2053-9339;Journal of Aesthetics and Phenomenology;Hybrid;2950;2017;;;
1522-9076;Journal of African Business;Hybrid;2950;2017;;;
1469-9346;Journal of African Cultural Studies;Hybrid;2950;2017;;;
2161-9468;Journal of African Diaspora Archaeology and Heritage;Hybrid;2950;2017;;;
1545-083X;Journal of Aggression, Maltreatment & Trauma;Hybrid;2950;2017;;;
1545-0821;Journal of Aging & Social Policy;Hybrid;2950;2017;;;
1540-4722;Journal of Agricultural & Food Information;Hybrid;2950;2017;;;
0976-6898;Journal of Agricultural Sciences;Hybrid;2950;2017;;;
1545-0813;Journal of Agromedicine;Hybrid;2950;2017;;;
1940-3208;Journal of American College Health;Hybrid;2950;2017;;;
2078-6913;Journal of Apicultural Research;Hybrid;2950;2017;;;
0974-1844;Journal of Applied Animal Research;Open Access;See Instructions for Authors;2017;;;
1532-7604;Journal of Applied Animal Welfare Science;Hybrid;2950;2017;;;
1545-0805;Journal of Applied Aquaculture;Hybrid;2950;2017;;;
1479-5752;Journal of Applied Communication Research;Hybrid;2950;2017;;;
1958-5780;Journal of Applied Non-Classical Logics;Hybrid;2950;2017;;;
1537-7911;Journal of Applied School Psychology;Hybrid;2950;2017;;;
1936-1629;Journal of Applied Security Research;Hybrid;2950;2017;;;
1533-1571;Journal of Applied Sport Psychology;Hybrid;2950;2017;;;
1360-0532;Journal of Applied Statistics;Hybrid;2950;2017;;;
2324-9676;Journal of Applied Water Engineering and Research;Hybrid;2950;2017;;;
1548-8667;Journal of Aquatic Animal Health;Hybrid;2950;2017;;;
1547-0636;Journal of Aquatic Food Product Technology;Hybrid;2950;2017;;;
2153-4780;Journal of Arabian Studies;Hybrid;2950;2017;;;
2326-6384;Journal of Architectural Conservation;Hybrid;2950;2017;;;
1531-314X;Journal of Architectural Education;Hybrid;2950;2017;;;
2029-7947;Journal of Architecture and Urbanism;Hybrid;2950;2017;;;
1533-2756;Journal of Archival Organization;Hybrid;2950;2017;;;
1477-2213;Journal of Asian Natural Products Research;Hybrid;2950;2017;;;
1751-6242;Journal of Asian Public Policy;Hybrid;2950;2017;;;
1528-6940;Journal of Asia-Pacific Business;Hybrid;2950;2017;;;
1532-4303;Journal of Asthma;Hybrid;2950;2017;;;
1835-6419;Journal of Australian Studies;Hybrid;2950;2017;;;
1944-8961;Journal of Balkan and Near Eastern Studies;Hybrid;2950;2017;;;
1751-7877;Journal of Baltic Studies;Hybrid;2950;2017;;;
1542-7579;Journal of Behavioral Finance;Hybrid;2950;2017;;;
1469-9362;Journal of Beliefs & Values;Hybrid;2950;2017;;;
0976-6901;Journal of Biodiversity;Hybrid;2950;2017;;;
1751-3766;Journal of Biological Dynamics;Open Access;See Instructions for Authors;2017;;;
2157-6009;Journal of Biological Education;Hybrid;2950;2017;;;
1568-5624;Journal of Biomaterials Science, Polymer Edition;Hybrid;2950;2017;;;
1538-0254;Journal of Biomolecular Structure and Dynamics;Hybrid;2950;2017;;;
1520-5711;Journal of Biopharmaceutical Statistics;Hybrid;2950;2017;;;
1529-9724;Journal of Bisexuality;Hybrid;2950;2017;;;
2159-1229;Journal of Borderlands Studies;Hybrid;2950;2017;;;
1743-2820;Journal of Bryology;Hybrid;2000;2017;;;
1940-1507;Journal of Building Performance Simulation;Hybrid;2950;2017;;;
1537-2707;Journal of Business & Economic Statistics;Hybrid;2950;2017;;;
1547-0644;Journal of Business & Finance Librarianship;Hybrid;2950;2017;;;
2029-4433;Journal of Business Economics and Management;Hybrid;2950;2017;;;
1547-0628;Journal of Business-to-Business Marketing;Hybrid;2950;2017;;;
1532-2327;Journal of Carbohydrate Chemistry;Hybrid;2950;2017;;;
1479-1811;Journal of Change Management;Hybrid;2950;2017;;;
1973-9478;Journal of Chemotherapy;Hybrid;2950;2017;;;
1728-0591;Journal of Child & Adolescent Mental Health;Hybrid;2950;2017;;;
1547-0652;Journal of Child & Adolescent Substance Abuse;Hybrid;2950;2017;;;
2372-7829;Journal of Child and Adolescent Counseling;Hybrid;2950;2017;;;
1537-940X;Journal of Child Custody;Hybrid;2950;2017;;;
1469-9370;Journal of Child Psychotherapy;Hybrid;2950;2017;;;
1547-0679;Journal of Child Sexual Abuse;Hybrid;2950;2017;;;
1748-2801;Journal of Children and Media;Hybrid;2950;2017;;;
1469-9389;Journal of Children and Poverty;Hybrid;2950;2017;;;
1938-8179;Journal of China Tourism Research;Hybrid;2950;2017;;;
1750-807X;Journal of Chinese Cinemas;Hybrid;2950;2017;;;
1476-5292;Journal of Chinese Economic and Business Studies;Hybrid;2950;2017;;;
2381-2354;Journal of Chinese Governance;Hybrid;2950;2017;;;
2050-8999;Journal of Chinese Religions;Hybrid;2950;2017;;;
1822-3605;Journal of Civil Engineering and Management;Hybrid;2950;2017;;;
1744-8697;Journal of Civil Society;Hybrid;2950;2017;;;
1744-411X;Journal of Clinical and Experimental Neuropsychology;Hybrid;2950;2017;;;
1537-4424;Journal of Clinical Child & Adolescent Psychology;Hybrid;2950;2017;;;
1532-7647;Journal of Cognition and Development;Hybrid;2950;2017;;;
2044-592X;Journal of Cognitive Psychology;Hybrid;2950;2017;;;
1940-1639;Journal of College and Character;Hybrid;2950;2017;;;
1540-4730;Journal of College Student Psychotherapy;Hybrid;2950;2017;;;
0976-691X;Journal of Communication;Hybrid;2950;2017;;;
1753-8076;Journal of Communication in Healthcare;Hybrid;2950;2017;;;
2051-820X;Journal of Community Archaeology & Heritage;Hybrid;2950;2017;;;
1532-7655;Journal of Community Health Nursing;Hybrid;2950;2017;;;
2000-9666;Journal of Community Hospital Internal Medicine Perspectives;Open Access;See Instructions for Authors;2017;;;
1543-3706;Journal of Community Practice;Hybrid;2950;2017;;;
2150-5403;Journal of Comparative Asian Development;Hybrid;2950;2017;;;
1572-5448;Journal of Comparative Policy Analysis: Research and Practice;Hybrid;2950;2017;;;
1537-2715;Journal of Computational and Graphical Statistics;Hybrid;2950;2017;;;
2332-4325;Journal of Computational and Theoretical Transport;Hybrid;2950;2017;;;
2380-2057;Journal of Computer Information Systems;Hybrid;2950;2017;;;
1574-0781;Journal of Conflict Archaeology;Hybrid;2950;2017;;;
1521-0650;Journal of Constructivist Psychology;Hybrid;2950;2017;;;
1539-8293;Journal of Consumer Health on the Internet;Hybrid;2950;2017;;;
1469-9397;Journal of Contemporary African Studies;Hybrid;2950;2017;;;
1752-7554;Journal of Contemporary Asia;Hybrid;2950;2017;;;
1469-3712;Journal of Contemporary Central and Eastern Europe;Hybrid;2950;2017;;;
1469-9400;Journal of Contemporary China;Hybrid;2950;2017;;;
2476-1036;Journal of Contemporary East Asia Studies;Open Access;See Instructions for Authors;2017;;;
1478-2790;Journal of Contemporary European Studies;Hybrid;2950;2017;;;
1469-9419;Journal of Contemporary Religion;Hybrid;2950;2017;;;
2330-7714;Journal of Control and Decision;Hybrid;2950;2017;;;
1547-0156;Journal of Convention & Event Tourism;Hybrid;2950;2017;;;
1029-0389;Journal of Coordination Chemistry;Hybrid;2950;2017;;;
1757-8426;Journal of Corporate Law Studies;Hybrid;2950;2017;;;
1476-4180;Journal of Cosmetic and Laser Therapy;Hybrid;2950;2017;;;
1533-2683;Journal of Couple & Relationship Therapy;Hybrid;2950;2017;;;
1540-1391;Journal of Creativity in Mental Health;Hybrid;2950;2017;;;
2158-9119;Journal of Crime and Justice;Hybrid;2950;2017;;;
1745-9117;Journal of Criminal Justice Education;Hybrid;2950;2017;;;
1572-5138;Journal of Critical Realism;Hybrid;2950;2017;;;
1542-7536;Journal of Crop Improvement;Hybrid;2950;2017;;;
1542-8044;Journal of Culinary Science & Technology;Hybrid;2950;2017;;;
1753-0369;Journal of Cultural Economy;Hybrid;2950;2017;;;
1940-6320;Journal of Cultural Geography;Hybrid;2950;2017;;;
2164-7313;Journal of Current Issues & Research in Advertising;Hybrid;2950;2017;;;
2156-8154;Journal of Curriculum and Pedagogy;Hybrid;2950;2017;;;
1366-5839;Journal of Curriculum Studies;Hybrid;2950;2017;;;
2373-8898;Journal of Cyber Policy;Hybrid;2950;2017;;;
2374-2925;Journal of Cyber Security Technology;Hybrid;2950;2017;;;
2158-074X;Journal of Dance Education;Hybrid;2950;2017;;;
2116-7052;Journal of Decision Systems;Hybrid;2950;2017;;;
1471-1753;Journal of Dermatological Treatment;Hybrid;2950;2017;;;
1943-9407;Journal of Development Effectiveness;Hybrid;2950;2017;;;
1939-022X;Journal of Dietary Supplements;Hybrid;2950;2017;;;
1563-5120;Journal of Difference Equations and Applications;Hybrid;2950;2017;;;
2331-253X;Journal of Disability & Religion;Hybrid;2950;2017;;;
1532-2351;Journal of Dispersion Science and Technology;Hybrid;2950;2017;;;
1540-4811;Journal of Divorce & Remarriage;Hybrid;2950;2017;;;
2155-6660;Journal of Drug Assessment;Open Access;See Instructions for Authors;2017;;;
1029-2330;Journal of Drug Targeting;Hybrid;2950;2017;;;
1550-4271;Journal of Dual Diagnosis;Hybrid;2950;2017;;;
1745-5642;Journal of Early Childhood Teacher Education;Hybrid;2950;2017;;;
2222-582X;Journal of Early Christian History;Hybrid;2950;2017;;;
1559-808X;Journal of Earthquake Engineering;Hybrid;2950;2017;;;
1753-1063;Journal of Eastern African Studies;Hybrid;2950;2017;;;
1528-6959;Journal of East-West Business;Hybrid;2950;2017;;;
2470-5365;Journal of Ecohydraulics;Hybrid;2950;2017;;;
1946-326X;Journal of Economic Issues;Hybrid;2950;2017;;;
1469-9427;Journal of Economic Methodology;Hybrid;2950;2017;;;
1748-7889;Journal of Economic Policy Reform;Hybrid;2950;2017;;;
0976-5239;Journal of Economics;Hybrid;2950;2017;;;
1747-7638;Journal of Ecotourism;Hybrid;2950;2017;;;
1469-9435;Journal of Education and Work;Hybrid;2950;2017;;;
1940-3356;Journal of Education for Business;Hybrid;2950;2017;;;
1532-7671;Journal of Education for Students Placed at Risk (JESPAR);Hybrid;2950;2017;;;
1360-0540;Journal of Education for Teaching;Hybrid;2950;2017;;;
1464-5106;Journal of Education Policy;Hybrid;2950;2017;;;
1478-7431;Journal of Educational Administration and History;Hybrid;2950;2017;;;
1532-768X;Journal of Educational and Psychological Consultation;Hybrid;2950;2017;;;
1540-4129;Journal of Elder Abuse & Neglect;Hybrid;2950;2017;;;
1745-7297;Journal of Elections, Public Opinion and Parties;Hybrid;2950;2017;;;
1569-3937;Journal of Electromagnetic Waves and Applications;Hybrid;2950;2017;;;
1542-4073;Journal of Electronic Resources in Medical Libraries;Hybrid;2950;2017;;;
1941-1278;Journal of Electronic Resources Librarianship;Hybrid;2950;2017;;;
2220-1009;Journal of Endocrinology, Metabolism and Diabetes of South Africa;Open Access;See Instructions for Authors;2017;;;
1545-8822;Journal of Energetic Materials;Hybrid;2950;2017;;;
2376-4538;Journal of Energy & Natural Resources Law;Hybrid;2950;2017;;;
1466-1837;Journal of Engineering Design;Hybrid;2950;2017;;;
1948-8297;Journal of Enterprise Transformation;Hybrid;2950;2017;;;
2160-6552;Journal of Environmental Economics and Policy;Hybrid;2950;2017;;;
1822-4199;Journal of Environmental Engineering and Landscape Management;Hybrid;2950;2017;;;
1360-0559;Journal of Environmental Planning and Management;Hybrid;2950;2017;;;
1522-7200;Journal of Environmental Policy & Planning;Hybrid;2950;2017;;;
1532-4117;Journal of Environmental Science and Health, Part A;Hybrid;2950;2017;;;
1532-4109;Journal of Environmental Science and Health, Part B;Hybrid;2950;2017;;;
1532-4095;Journal of Environmental Science and Health, Part C;Hybrid;2950;2017;;;
1475-6374;Journal of Enzyme Inhibition and Medicinal Chemistry;Open Access;See Instructions for Authors;2017;;;
2163-8152;Journal of Essential Oil Research;Hybrid;2950;2017;;;
1531-3212;Journal of Ethnic & Cultural Diversity in Social Work;Hybrid;2950;2017;;;
1469-9451;Journal of Ethnic and Migration Studies;Hybrid;2950;2017;;;
1537-7946;Journal of Ethnicity in Criminal Justice;Hybrid;2950;2017;;;
1533-2659;Journal of Ethnicity in Substance Abuse;Hybrid;2950;2017;;;
2161-4083;Journal of European CME;Open Access;See Instructions for Authors;2017;;;
1477-2280;Journal of European Integration;Hybrid;2950;2017;;;
1466-4429;Journal of European Public Policy;Hybrid;2950;2017;;;
2376-1415;Journal of Evidence-Informed Social Work;Hybrid;2950;2017;;;
1362-3079;Journal of Experimental & Theoretical Artificial Intelligence;Hybrid;2950;2017;;;
1745-8099;Journal of Experimental Nanoscience;Open Access;See Instructions for Authors;2017;;;
2001-3078;Journal of Extracellular Vesicles;Open Access;See Instructions for Authors;2017;;;
1532-7698;Journal of Family Communication;Hybrid;2950;2017;;;
1540-4080;Journal of Family Psychotherapy;Hybrid;2950;2017;;;
1540-4072;Journal of Family Social Work;Hybrid;2950;2017;;;
1839-3543;Journal of Family Studies;Hybrid;2950;2017;;;
1540-4099;Journal of Feminist Family Therapy;Hybrid;2950;2017;;;
2042-4582;Journal of Field Archaeology;Hybrid;2950;2017;;;
1540-4102;Journal of Food Products Marketing;Hybrid;2950;2017;;;
1537-8039;Journal of Foodservice Business Research;Hybrid;2950;2017;;;
2473-2842;Journal of Forensic Psychology Research and Practice;Hybrid;2950;2017;;;
1610-7403;Journal of Forest Research;Hybrid;2950;2017;;;
2156-6941;Journal of Freshwater Ecology;Open Access;See Instructions for Authors;2017;;;
1469-9486;Journal of Further and Higher Education;Hybrid;2950;2017;;;
1935-9713;Journal of Gay & Lesbian Mental Health;Hybrid;2950;2017;;;
1540-4056;Journal of Gay & Lesbian Social Services;Hybrid;2950;2017;;;
1465-3869;Journal of Gender Studies;Hybrid;2950;2017;;;
1469-9494;Journal of Genocide Research;Hybrid;2950;2017;;;
1752-6868;Journal of Geography;Hybrid;2950;2017;;;
1466-1845;Journal of Geography in Higher Education;Hybrid;2950;2017;;;
1540-4048;Journal of Gerontological Social Work;Hybrid;2950;2017;;;
1550-4298;Journal of GLBT Family Studies;Hybrid;2950;2017;;;
1744-9634;Journal of Global Ethics;Hybrid;2950;2017;;;
2325-4483;Journal of Global Fashion Marketing;Hybrid;2950;2017;;;
1528-6975;Journal of Global Marketing;Hybrid;2950;2017;;;
2163-9167;Journal of Global Scholars of Marketing Science;Hybrid;2950;2017;;;
2470-4075;Journal of Global Sport Management;Hybrid;2950;2017;;;
2150-4865;Journal of Graphic Novels and Comics;Hybrid;2950;2017;;;
1556-0368;Journal of Groups in Addiction & Recovery;Hybrid;2950;2017;;;
1528-6916;Journal of Health Care Chaplaincy;Hybrid;2950;2017;;;
1087-0415;Journal of Health Communication;Hybrid;2950;2017;;;
1540-3580;Journal of Herbs, Spices & Medicinal Plants;Hybrid;2950;2017;;;
1747-6631;Journal of Heritage Tourism;Hybrid;2950;2017;;;
1469-9508;Journal of Higher Education Policy and Management;Hybrid;2950;2017;;;
2046-0236;Journal of Histotechnology;Hybrid;2950;2017;;;
1538-151X;Journal of HIV/AIDS & Social Services;Hybrid;2950;2017;;;
1540-3602;Journal of Homosexuality;Hybrid;2950;2017;;;
1532-3277;Journal of Hospital Librarianship;Hybrid;2950;2017;;;
1936-8631;Journal of Hospitality Marketing & Management;Hybrid;2950;2017;;;
1540-353X;Journal of Housing For the Elderly;Hybrid;2950;2017;;;
1540-3556;Journal of Human Behavior in the Social Environment;Hybrid;2950;2017;;;
1945-2837;Journal of Human Development and Capabilities;Hybrid;2950;2017;;;
0970-9274;Journal of Human Ecology;Hybrid;2950;2017;;;
1533-2853;Journal of Human Resources in Hospitality & Tourism;Hybrid;2950;2017;;;
1475-4843;Journal of Human Rights;Hybrid;2950;2017;;;
2332-4015;Journal of Human Transcriptome;Open Access;See Instructions for Authors;2017;;;
1932-0256;Journal of Hunger & Environmental Nutrition;Hybrid;2950;2017;;;
1814-2079;Journal of Hydraulic Research;Hybrid;2950;2017;;;
2151-9668;Journal of Iberian and Latin American Research;Hybrid;2950;2017;;;
1469-9524;Journal of Iberian and Latin American Studies;Hybrid;2950;2017;;;
1556-2956;Journal of Immigrant & Refugee Studies;Hybrid;2950;2017;;;
1532-4230;Journal of Immunoassay and Immunochemistry;Hybrid;2950;2017;;;
1547-6901;Journal of Immunotoxicology;Open Access;See Instructions for Authors;2017;;;
2168-1023;Journal of Industrial and Production Engineering;Hybrid;2950;2017;;;
1940-9214;Journal of Infant, Child, and Adolescent Psychotherapy;Hybrid;2950;2017;;;
2475-1847;Journal of Information and Telecommunication;Open Access;See Instructions for Authors;2017;;;
2158-1606;Journal of Information Display;Open Access;See Instructions for Authors;2017;;;
1933-169X;Journal of Information Technology & Politics;Hybrid;2950;2017;;;
1943-8168;Journal of Integrative Environmental Sciences;Open Access;See Instructions for Authors;2017;;;
1469-9532;Journal of Intellectual & Developmental Disability;Hybrid;2950;2017;;;
2169-5601;Journal of Intelligence History;Hybrid;2950;2017;;;
1547-2442;Journal of Intelligent Transportation Systems;Hybrid;2950;2017;;;
1525-2019;Journal of Interactive Advertising;Hybrid;2950;2017;;;
1747-5767;Journal of Intercultural Communication Research;Hybrid;2950;2017;;;
1469-9540;Journal of Intercultural Studies;Hybrid;2950;2017;;;
1535-0932;Journal of Intergenerational Relationships;Hybrid;2950;2017;;;
1540-3572;Journal of Interlibrary Loan, Document Delivery & Electronic Reserve;Hybrid;2950;2017;;;
2169-978X;Journal of International and Comparative Social Policy;Hybrid;2950;2017;;;
1751-3065;Journal of International and Intercultural Communication;Hybrid;2950;2017;;;
1528-7068;Journal of International Consumer Marketing;Hybrid;2950;2017;;;
2234-8972;Journal of International Council on Electrical Engineering;Open Access;See Instructions for Authors;2017;;;
1528-6983;Journal of International Food & Agribusiness Marketing;Hybrid;2950;2017;;;
1548-1476;Journal of International Wildlife Law & Policy;Hybrid;2950;2017;;;
1533-287X;Journal of Internet Commerce;Hybrid;2950;2017;;;
1469-9567;Journal of Interprofessional Care;Hybrid;2950;2017;;;
1750-2985;Journal of Intervention and Statebuilding;Hybrid;2950;2017;;;
1521-0553;Journal of Investigative Surgery;Hybrid;2950;2017;;;
1744-0548;Journal of Israeli History;Hybrid;2950;2017;;;
1756-4913;Journal of Japanese and Korean Cinema;Hybrid;2950;2017;;;
1554-611X;Journal of Jewish Education;Hybrid;2950;2017;;;
1747-4248;Journal of Land Use Science;Hybrid;2950;2017;;;
2164-604X;Journal of Landscape Architecture;Hybrid;2950;2017;;;
1532-7701;Journal of Language, Identity & Education;Hybrid;2950;2017;;;
2051-2864;Journal of Language, Literature and Culture;Hybrid;2950;2017;;;
1469-9575;Journal of Latin American Cultural Studies;Hybrid;2950;2017;;;
1532-771X;Journal of Latinos and Education;Hybrid;2950;2017;;;
1521-057X;Journal of Legal Medicine;Hybrid;2950;2017;;;
1540-3548;Journal of Lesbian Studies;Hybrid;2950;2017;;;
1553-8338;Journal of LGBT Issues in Counseling;Hybrid;2950;2017;;;
1936-1661;Journal of LGBT Youth;Hybrid;2950;2017;;;
1533-2918;Journal of Library & Information Services in Distance Learning;Hybrid;2950;2017;;;
1540-3564;Journal of Library Administration;Hybrid;2950;2017;;;
1937-5034;Journal of Library Metadata;Hybrid;2950;2017;;;
0975-1270;Journal of Life Sciences;Hybrid;2950;2017;;;
1532-2394;Journal of Liposome Research;Hybrid;2950;2017;;;
1520-572X;Journal of Liquid Chromatography & Related Technologies;Hybrid;2950;2017;;;
1753-5387;Journal of Literary Studies;Hybrid;2950;2017;;;
1748-9733;Journal of Location Based Services;Hybrid;2950;2017;;;
1532-5032;Journal of Loss and Trauma;Hybrid;2950;2017;;;
1520-5738;Journal of Macromolecular Science, Part A;Hybrid;2950;2017;;;
1525-609X;Journal of Macromolecular Science, Part B;Hybrid;2950;2017;;;
2327-0039;Journal of Management Analytics;Hybrid;2950;2017;;;
1557-928X;Journal of Management Information Systems;Hybrid;2950;2017;;;
1942-258X;Journal of Management, Spirituality & Religion;Hybrid;2950;2017;;;
2042-6186;Journal of Manual & Manipulative Therapy;Hybrid;2950;2017;;;
1542-0361;Journal of Map & Geography Libraries;Hybrid;2950;2017;;;
1744-5647;Journal of Maps;Open Access;See Instructions for Authors;2017;;;
2056-8487;Journal of Marine Engineering & Technology;Hybrid;2950;2017;;;
2001-6689;Journal of Market Access & Health Policy;Open Access;See Instructions for Authors;2017;;;
1540-7039;Journal of Marketing Channels;Hybrid;2950;2017;;;
1466-4445;Journal of Marketing Communications;Hybrid;2950;2017;;;
