issn;journal_title;oa_model;apc;year;;;
1552-4876;American Journal of Medical Genetics Part C: Seminars in Medical Genetics;Hybrid;2500;2018;;;
1096-8644;American Journal of Physical Anthropology;Hybrid;4200;2018;;;
1540-5907;American Journal of Political Science;Hybrid;3000;2018;;;
1098-2345;American Journal of Primatology;Hybrid;3700;2018;;;
1600-0897;American Journal of Reproductive Immunology;Hybrid;3600;2018;;;
1600-6143;American Journal of Transplantation;Hybrid;4300;2018;;;
1521-0391;American Journal on Addictions - The;Hybrid;3000;2018;;;
1365-2044;Anaesthesia;Hybrid;3000;2018;;;
2153-960X;Analytic Philosophy;Hybrid;2500;2018;;;
1439-0264;Anatomia Histologia Embryologia;Hybrid;2900;2018;;;
1932-8494;Anatomical Record: Advances in Integrative Anatomy and Evolutionary Biology - The;Hybrid;3000;2018;;;
1935-9780;Anatomical Sciences Education;Hybrid;3000;2018;;;
1439-0272;Andrologia;Hybrid;3300;2018;;;
2047-2927;Andrology;Hybrid;3000;2018;;;
1521-3757;Angewandte Chemie;Hybrid;4500;2018;;;
1521-3773;Angewandte Chemie International Edition;Hybrid;4500;2018;;;
1469-1795;Animal Conservation;Hybrid;3000;2018;;;
1365-2052;Animal Genetics;Hybrid;3000;2018;;;
1740-0929;Animal Science Journal;Hybrid;3900;2018;;;
1521-3889;Annalen der Physik;Hybrid;3500;2018;;;
2153-9588;Annals of Anthropological Practice;Hybrid;3000;2018;;;
1744-7348;Annals of Applied Biology;Hybrid;3000;2018;;;
1469-1809;Annals of Human Genetics;Hybrid;2900;2018;;;
1531-8249;Annals of Neurology;Hybrid;3000;2018;;;
1542-474X;Annals of Noninvasive Electrocardiology;Hybrid;3100;2018;;;
1467-8292;Annals of Public and Cooperative Economics;Hybrid;3000;2018;;;
1749-6632;Annals of the New York Academy of Sciences;Hybrid;3500;2018;;;
1548-1492;Anthropology & Education Quarterly;Hybrid;3000;2018;;;
1548-1409;Anthropology and Humanism;Hybrid;3000;2018;;;
1556-3537;Anthropology of Consciousness;Hybrid;3000;2018;;;
1548-1417;Anthropology of Work Review;Hybrid;3000;2018;;;
1467-8322;Anthropology Today;Hybrid;3000;2018;;;
1467-8330;Antipode;Hybrid;3000;2018;;;
1445-2197;ANZ Journal of Surgery;Hybrid;3100;2018;;;
1600-0463;APMIS;Hybrid;3000;2018;;;
1099-0720;Applied Cognitive Psychology;Hybrid;2500;2018;;;
1099-0739;Applied Organometallic Chemistry;Hybrid;2500;2018;;;
1464-0597;Applied Psychology;Hybrid;3000;2018;;;
1758-0854;Applied Psychology: Health and Well-Being;Hybrid;3000;2018;;;
1526-4025;Applied Stochastic Models in Business and Industry;Hybrid;3000;2018;;;
1654-109X;Applied Vegetation Science;Hybrid;3800;2018;;;
1365-2095;Aquaculture Nutrition;Hybrid;3500;2018;;;
1365-2109;Aquaculture Research;Hybrid;3500;2018;;;
1099-0755;Aquatic Conservation: Marine and Freshwater Ecosystems;Hybrid;3700;2018;;;
1600-0471;Arabian Archaeology and Epigraphy;Hybrid;2500;2018;;;
1099-0763;Archaeological Prospection;Hybrid;2700;2018;;;
1834-4453;Archaeology in Oceania;Hybrid;2500;2018;;;
1475-4754;Archaeometry;Hybrid;3000;2018;;;
1551-8248;Archeological Papers of the American Anthropological Association;Hybrid;3000;2018;;;
1521-4184;Archiv der Pharmazie;Hybrid;3000;2018;;;
1520-6327;Archives of Insect Biochemistry and Physiology;Hybrid;2500;2018;;;
1475-4762;Area;Hybrid;3000;2018;;;
2326-5205;Arthritis & Rheumatology;Hybrid;4500;2018;;;
2151-4658;Arthritis Care & Research;Hybrid;4400;2018;;;
1525-1594;Artificial Organs;Hybrid;3400;2018;;;
1744-7941;Asia Pacific Journal of Human Resources;Hybrid;2500;2018;;;
1467-8373;Asia Pacific Viewpoint;Hybrid;2500;2018;;;
1467-8381;Asian Economic Journal;Hybrid;3000;2018;;;
1748-3131;Asian Economic Policy Review;Hybrid;3000;2018;;;
1934-6093;Asian Journal of Control;Hybrid;2500;2018;;;
1758-5910;Asian Journal of Endoscopic Surgery;Hybrid;2500;2018;;;
1522-2357;Asian Journal of Organic Chemistry;Hybrid;3000;2018;;;
1467-839X;Asian Journal of Social Psychology;Hybrid;2500;2018;;;
1943-0787;Asian Politics & Policy;Hybrid;3000;2018;;;
1753-1411;Asian Social Work and Policy Review;Hybrid;2500;2018;;;
1467-8411;Asian-Pacific Economic Literature;Hybrid;2500;2018;;;
1932-2143;Asia-Pacific Journal of Chemical Engineering;Hybrid;3000;2018;;;
1743-7563;Asia-Pacific Journal of Clinical Oncology;Hybrid;3200;2018;;;
2041-6156;Asia-Pacific Journal of Financial Studies;Hybrid;2500;2018;;;
1758-5872;Asia-Pacific Psychiatry;Hybrid;2700;2018;;;
1521-3994;Astronomische Nachrichten - Astronomical Notes;Hybrid;3000;2018;;;
1442-9993;Austral Ecology;Hybrid;3100;2018;;;
2052-1758;Austral Entomology;Hybrid;2500;2018;;;
1440-0960;Australasian Journal of Dermatology;Hybrid;2900;2018;;;
2205-0140;Australasian Journal of Ultrasound in Medicine;Hybrid;2500;2018;;;
1741-6612;Australasian Journal on Ageing;Hybrid;2700;2018;;;
1467-842X;Australia and New Zealand Journal of Statistics;Hybrid;2700;2018;;;
1835-2561;Australian Accounting Review;Hybrid;2500;2018;;;
1467-8438;Australian and New Zealand Journal of Family Therapy;Hybrid;2500;2018;;;
1479-828X;Australian and New Zealand Journal of Obstetrics and Gynaecology - The;Hybrid;3300;2018;;;
1834-7819;Australian Dental Journal;Hybrid;2500;2018;;;
1467-8446;Australian Economic History Review;Hybrid;2500;2018;;;
1467-8454;Australian Economic Papers;Hybrid;2500;2018;;;
1467-8462;Australian Economic Review - The;Hybrid;2500;2018;;;
1747-4477;Australian Endodontic Journal;Hybrid;2500;2018;;;
1467-8489;Australian Journal of Agricultural and Resource Economics - The;Hybrid;2500;2018;;;
1757-6547;Australian Journal of Anthropology - The;Hybrid;2600;2018;;;
1755-0238;Australian Journal of Grape and Wine Research;Hybrid;3000;2018;;;
1742-9536;Australian Journal of Psychology;Hybrid;2500;2018;;;
1467-8500;Australian Journal of Public Administration;Hybrid;2500;2018;;;
1440-1584;Australian Journal of Rural Health;Hybrid;2900;2018;;;
1839-4655;Australian Journal of Social Issues;Hybrid;3000;2018;;;
1440-1630;Australian Occupational Therapy Journal;Hybrid;3000;2018;;;
1742-9544;Australian Psychologist;Hybrid;2500;2018;;;
1751-0813;Australian Veterinary Journal;Hybrid;3100;2018;;;
1939-3806;Autism Research;Hybrid;3800;2018;;;
1742-7843;Basic & Clinical Pharmacology & Toxicology;Hybrid;3000;2018;;;
1365-2117;Basin Research;Hybrid;3600;2018;;;
1099-078X;Behavioral Interventions;Hybrid;2500;2018;;;
1099-0798;Behavioral Sciences & the Law;Hybrid;2500;2018;;;
1522-2365;Berichte zur Wissenschaftsgeschichte;Hybrid;3000;2018;;;
1539-3429;Biochemistry and Molecular Biology Education;Hybrid;3000;2018;;;
1521-186X;Bioelectromagnetics;Hybrid;3000;2018;;;
1521-1878;BioEssays;Hybrid;3500;2018;;;
1467-8519;Bioethics;Hybrid;3700;2018;;;
1872-8081;BioFactors;Hybrid;3000;2018;;;
1932-1031;Biofuels, Bioproducts and Biorefining;Hybrid;4400;2018;;;
1469-185X;Biological Reviews;Hybrid;3000;2018;;;
1768-322X;Biology of the Cell;Hybrid;3000;2018;;;
1099-0801;Biomedical Chromatography;Hybrid;3300;2018;;;
1521-4036;Biometrical Journal;Hybrid;3600;2018;;;
1541-0420;Biometrics;Hybrid;3000;2018;;;
1099-081X;Biopharmaceutics & Drug Disposition;Hybrid;3300;2018;;;
1097-0282;Biopolymers;Hybrid;3300;2018;;;
1470-8744;Biotechnology and Applied Biochemistry;Hybrid;3000;2018;;;
1097-0290;Biotechnology and Bioengineering;Hybrid;4200;2018;;;
1860-7314;Biotechnology Journal;Hybrid;3500;2018;;;
1520-6033;Biotechnology Progress;Hybrid;3500;2018;;;
1744-7429;Biotropica;Hybrid;3000;2018;;;
1399-5618;Bipolar Disorders;Hybrid;3700;2018;;;
1523-536X;Birth;Hybrid;3000;2018;;;
1542-0760;Birth Defects Research Part A: Clinical and Molecular Teratology;Hybrid;3000;2018;;;
1542-9741;Birth Defects Research Part B: Developmental and Reproductive Toxicology;Hybrid;3000;2018;;;
1542-9768;Birth Defects Research Part C: Embryo Today: Reviews;Hybrid;3000;2018;;;
1471-0528;BJOG An International Journal of Obstetrics and Gynaecology;Hybrid;3700;2018;;;
1464-410X;BJU International;Hybrid;3000;2018;;;
1502-3885;Boreas;Hybrid;2500;2018;;;
1750-3639;Brain Pathology;Hybrid;3000;2018;;;
1524-4741;Breast Journal - The;Hybrid;3400;2018;;;
1469-3518;British Educational Research Journal;Hybrid;3000;2018;;;
1365-2125;British Journal of Clinical Pharmacology;Hybrid;4000;2018;;;
2044-8260;British Journal of Clinical Psychology;Hybrid;2500;2018;;;
1365-2133;British Journal of Dermatology;Hybrid;3500;2018;;;
2044-835X;British Journal of Developmental Psychology;Hybrid;2500;2018;;;
2044-8279;British Journal of Educational Psychology;Hybrid;2500;2018;;;
1467-8535;British Journal of Educational Technology;Hybrid;3000;2018;;;
1365-2141;British Journal of Haematology;Hybrid;3500;2018;;;
2044-8287;British Journal of Health Psychology;Hybrid;2500;2018;;;
1467-8543;British Journal of Industrial Relations;Hybrid;3000;2018;;;
1468-3156;British Journal of Learning Disabilities;Hybrid;2500;2018;;;
1467-8551;British Journal of Management;Hybrid;3000;2018;;;
2044-8317;British Journal of Mathematical and Statistical Psychology;Hybrid;2500;2018;;;
1476-5381;British Journal of Pharmacology;Hybrid;4000;2018;;;
2044-8295;British Journal of Psychology;Hybrid;2500;2018;;;
1752-0118;British Journal of Psychotherapy;Hybrid;3000;2018;;;
2044-8309;British Journal of Social Psychology;Hybrid;2500;2018;;;
1467-8578;British Journal of Special Education;Hybrid;3000;2018;;;
1365-2168;British Journal of Surgery;Hybrid;3600;2018;;;
1467-8586;Bulletin of Economic Research;Hybrid;2500;2018;;;
1470-9856;Bulletin of Latin American Research;Hybrid;2500;2018;;;
2041-5370;Bulletin of the Institute of Classical Studies;Hybrid;3000;2018;;;
1229-5949;Bulletin of the Korean Chemical Society;Hybrid;3000;2018;;;
1469-2120;Bulletin of the London Mathematical Society;Hybrid;3000;2018;;;
1467-8594;Business and Society Review;Hybrid;3000;2018;;;
1467-8608;Business Ethics: A European Review;Hybrid;3000;2018;;;
2572-3170;Business Strategy and Development;Hybrid;2750;2018;;;
1099-0836;Business Strategy and the Environment;Hybrid;3200;2018;;;
1542-4863;CA A Cancer Journal for Clinicians;Hybrid;3000;2018;;;
1541-0064;Canadian Geographer - The;Hybrid;2500;2018;;;
1936-4490;Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l'Administration;Hybrid;3000;2018;;;
1744-7976;Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie;Hybrid;3000;2018;;;
1939-019X;Canadian Journal of Chemical Engineering - The;Hybrid;3000;2018;;;
1540-5982;Canadian Journal of Economics;Hybrid;3000;2018;;;
1708-945X;Canadian Journal of Statistics - The;Hybrid;2700;2018;;;
1754-7121;Canadian Public Administration / Administration publique du Canada;Hybrid;3000;2018;;;
1755-618X;Canadian Review of Sociology/Revue canadienne de sociologie;Hybrid;3000;2018;;;
1097-0142;Cancer;Hybrid;3500;2018;;;
1934-6638;Cancer Cytopathology;Hybrid;3000;2018;;;
2573-8348;Cancer Reports;Hybrid;3000;2018;;;
1755-5922;Cardiovascular Therapeutics;Hybrid;3300;2018;;;
2161-0045;Career Development Quarterly - The;Hybrid;3000;2018;;;
1522-726X;Catheterization and Cardiovascular Interventions;Hybrid;3800;2018;;;
1099-0844;Cell Biochemistry and Function;Hybrid;2900;2018;;;
1095-8355;Cell Biology International;Hybrid;2700;2018;;;
1365-2184;Cell Proliferation;Hybrid;3500;2018;;;
1462-5822;Cellular Microbiology;Hybrid;3250;2018;;;
1600-0498;Centaurus;Hybrid;2500;2018;;;
1940-6339;Ceramic Engineering and Science Proceedings;Hybrid;3000;2018;;;
1943-3638;Cereal Chemistry;Hybrid;2500;2018;;;
1439-7633;ChemBioChem;Hybrid;3000;2018;;;
2196-9744;ChemBioEng Reviews;Hybrid;3000;2018;;;
1867-3899;ChemCatChem;Hybrid;3000;2018;;;
2196-0216;ChemElectroChem;Hybrid;3000;2018;;;
1747-0285;Chemical Biology & Drug Design;Hybrid;3000;2018;;;
1521-4125;Chemical Engineering & Technology;Hybrid;3000;2018;;;
1528-0691;Chemical Record - The;Hybrid;4200;2018;;;
1521-3862;Chemical Vapor Deposition;Hybrid;3000;2018;;;
1522-2640;Chemie Ingenieur Technik;Hybrid;3000;2018;;;
1521-3765;Chemistry – A European Journal;Hybrid;3800;2018;;;
1861-471X;Chemistry – An Asian Journal;Hybrid;3000;2018;;;
1612-1880;Chemistry & Biodiversity;Hybrid;2500;2018;;;
2365-6549;ChemistrySelect;Hybrid;3000;2018;;;
1860-7187;ChemMedChem;Hybrid;3000;2018;;;
2199-692X;CHEMNANOMAT;Hybrid;3000;2018;;;
2367-0932;ChemPhotoChem;Hybrid;3000;2018;;;
1439-7641;ChemPhysChem;Hybrid;3000;2018;;;
2192-6506;ChemPlusChem;Hybrid;3000;2018;;;
1864-564X;ChemSusChem;Hybrid;3000;2018;;;
1365-2206;Child & Family Social Work;Hybrid;3000;2018;;;
1099-0852;Child Abuse Review;Hybrid;3000;2018;;;
1475-3588;Child and Adolescent Mental Health;Hybrid;3000;2018;;;
1467-8624;Child Development;Hybrid;3300;2018;;;
1750-8606;Child Development Perspectives;Hybrid;3100;2018;;;
1365-2214;Child: Care, Health and Development;Hybrid;3100;2018;;;
1099-0860;Children & Society;Hybrid;3000;2018;;;
1749-124X;China & World Economy;Hybrid;2500;2018;;;
1614-7065;Chinese Journal of Chemistry;Hybrid;3000;2018;;;
1520-636X;Chirality;Hybrid;3000;2018;;;
1548-744X;City & Society;Hybrid;3000;2018;;;
1096-0031;Cladistics;Hybrid;3700;2018;;;
1863-0669;Clean Soil Air Water;Hybrid;3500;2018;;;
1365-2222;Clinical & Experimental Allergy;Hybrid;4200;2018;;;
1365-2249;Clinical & Experimental Immunology;Hybrid;3000;2018;;;
1442-9071;Clinical & Experimental Ophthalmology;Hybrid;2500;2018;;;
2163-0097;Clinical Advances in Periodontics;Hybrid;3000;2018;;;
1098-2353;Clinical Anatomy;Hybrid;3000;2018;;;
1365-2230;Clinical and Experimental Dermatology;Hybrid;3000;2018;;;
1759-1961;Clinical and Experimental Neuroimmunology;Hybrid;2500;2018;;;
1444-0938;Clinical and Experimental Optometry;Hybrid;2900;2018;;;
1440-1681;Clinical and Experimental Pharmacology and Physiology;Hybrid;3100;2018;;;
1932-8737;Clinical Cardiology;Hybrid;3900;2018;;;
1365-2265;Clinical Endocrinology;Hybrid;4000;2018;;;
1399-0004;Clinical Genetics;Hybrid;3900;2018;;;
1708-8208;Clinical Implant Dentistry and Related Research;Hybrid;3800;2018;;;
1758-8111;Clinical Obesity;Hybrid;2600;2018;;;
1600-0501;Clinical Oral Implants Research;Hybrid;3700;2018;;;
1749-4486;Clinical Otolaryngology;Hybrid;4200;2018;;;
1532-6535;Clinical Pharmacology & Therapeutics ;Hybrid;3000;2018;;;
2160-7648;Clinical Pharmacology in Drug Development;Hybrid;3000;2018;;;
1475-097X;Clinical Physiology and Functional Imaging;Hybrid;3000;2018;;;
1742-9552;Clinical Psychologist;Hybrid;2500;2018;;;
1099-0879;Clinical Psychology & Psychotherapy;Hybrid;3100;2018;;;
1468-2850;Clinical Psychology: Science and Practice;Hybrid;3000;2018;;;
1752-699X;Clinical Respiratory Journal - The;Hybrid;3100;2018;;;
1743-498X;Clinical Teacher - The;Hybrid;2500;2018;;;
1399-0012;Clinical Transplantation;Hybrid;3400;2018;;;
1755-5949;CNS Neuroscience & Therapeutics;Hybrid;3550;2018;;;
1465-1858;Cochrane Library;Hybrid;3000;2018;;;
1551-6709;Cognitive Science;Hybrid;3100;2018;;;
1520-6378;Color Research & Application;Hybrid;3100;2018;;;
1478-4408;Coloration Technology;Hybrid;2500;2018;;;
1463-1318;Colorectal Disease;Hybrid;3000;2018;;;
1097-0312;Communications on Pure and Applied Mathematics;Hybrid;2500;2018;;;
1600-0528;Community Dentistry and Oral Epidemiology;Hybrid;3600;2018;;;
1467-8640;Computational Intelligence;Hybrid;2900;2018;;;
1546-427X;Computer Animation and Virtual Worlds;Hybrid;2500;2018;;;
1099-0542;Computer Applications in Engineering Education;Hybrid;2500;2018;;;
1467-8659;Computer Graphics Forum;Hybrid;3600;2018;;;
1467-8667;Computer-Aided Civil and Infrastructure Engineering;Hybrid;4000;2018;;;
1552-5023;Concepts in Magnetic Resonance Part A: Bridging Education and Research;Hybrid;2500;2018;;;
1552-504X;Concepts in Magnetic Resonance Part B;Hybrid;2500;2018;;;
1532-0634;Concurrency and Computation: Practice and Experience;Hybrid;3300;2018;;;
1741-4520;Congenital Anomalies;Hybrid;2500;2018;;;
1747-0803;Congenital Heart Disease;Hybrid;2700;2018;;;
1523-1739;Conservation Biology;Hybrid;3000;2018;;;
1467-8675;Constellations;Hybrid;2500;2018;;;
2476-1281;Consumer Psychology Review;Hybrid;3000;2018;;;
1600-0536;Contact Dermatitis;Hybrid;3800;2018;;;
1911-3846;Contemporary Accounting Research;Hybrid;3000;2018;;;
1465-7287;Contemporary Economic Policy;Hybrid;3000;2018;;;
1521-3986;Contributions to Plasma Physics;Hybrid;3300;2018;;;
1467-8683;Corporate Governance: An International Review;Hybrid;3300;2018;;;
1535-3966;Corporate Social Responsibility and Environmental Management;Hybrid;2500;2018;;;
2161-007X;Counseling and Values;Hybrid;3000;2018;;;
1746-1405;Counselling and Psychotherapy Research ;Hybrid;3000;2018;;;
1556-6978;Counselor Education and Supervision;Hybrid;3000;2018;;;
1467-8691;Creativity and Innovation Management;Hybrid;2500;2018;;;
1471-2857;Criminal Behaviour and Mental Health;Hybrid;3000;2018;;;
1745-9125;Criminology;Hybrid;3000;2018;;;
1745-9133;Criminology & Public Policy;Hybrid;3000;2018;;;
1467-8705;Critical Quarterly;Hybrid;2500;2018;;;
1939-3881;CrossCurrents;Hybrid;3000;2018;;;
1521-4079;Crystal Research and Technology;Hybrid;3500;2018;;;
2153-9561;Culture, Agriculture, Food & Environment;Hybrid;3000;2018;;;
2151-6952;Curator;Hybrid;2500;2018;;;
1467-8748;Curtis's Botanical Magazine;Hybrid;3000;2018;;;
1552-4930;Cytometry Part A;Hybrid;3000;2018;;;
1552-4957;Cytometry Part B: Clinical Cytometry;Hybrid;3000;2018;;;
1365-2303;Cytopathology;Hybrid;3400;2018;;;
1949-3592;Cytoskeleton;Hybrid;2900;2018;;;
1540-5915;Decision Sciences;Hybrid;3000;2018;;;
1540-4609;Decision Sciences Journal of Innovative Education;Hybrid;3000;2018;;;
1600-9657;Dental Traumatology;Hybrid;3300;2018;;;
1520-6394;Depression and Anxiety;Hybrid;3800;2018;;;
1529-8019;Dermatologic Therapy;Hybrid;2900;2018;;;
1948-7177;Design Management Journal;Hybrid;3000;2018;;;
1948-7169;Design Management Review;Hybrid;3000;2018;;;
1746-1049;Developing Economies - The;Hybrid;2500;2018;;;
1471-8847;Developing World Bioethics;Hybrid;3200;2018;;;
1467-7660;Development and Change;Hybrid;3100;2018;;;
1467-7679;Development Policy Review;Hybrid;3000;2018;;;
1440-169X;Development, Growth & Differentiation;Hybrid;3800;2018;;;
1097-0177;Developmental Dynamics;Hybrid;3000;2018;;;
1469-8749;Developmental Medicine & Child Neurology;Hybrid;4200;2018;;;
1932-846X;Developmental Neurobiology;Hybrid;3900;2018;;;
1098-2302;Developmental Psychobiology;Hybrid;3400;2018;;;
1467-7687;Developmental Science;Hybrid;3500;2018;;;
1463-1326;Diabetes, Obesity and Metabolism;Hybrid;4500;2018;;;
1520-7560;Diabetes/Metabolism Research and Reviews;Hybrid;3400;2018;;;
1464-5491;Diabetic Medicine;Hybrid;4400;2018;;;
1097-0339;Diagnostic Cytopathology;Hybrid;2900;2018;;;
1746-8361;dialectica;Hybrid;3000;2018;;;
1540-6385;Dialog;Hybrid;2500;2018;;;
1756-1221;Die Unterrichtspraxis/Teaching German;Hybrid;3000;2018;;;
1949-3606;Digest of Middle East Studies;Hybrid;3000;2018;;;
1443-1661;Digestive Endoscopy;Hybrid;3000;2018;;;
1467-7717;Disasters;Hybrid;2500;2018;;;
1472-4642;Diversity and Distributions;Hybrid;4200;2018;;;
1465-3362;Drug and Alcohol Review;Hybrid;3400;2018;;;
1098-2299;Drug Development Research;Hybrid;2900;2018;;;
1942-7611;Drug Testing and Analysis;Hybrid;4300;2018;;;
1099-0909;Dyslexia;Hybrid;3000;2018;;;
1751-7893;Early Intervention in Psychiatry;Hybrid;3600;2018;;;
1468-0254;Early Medieval Europe;Hybrid;2500;2018;;;
1096-9837;Earth Surface Processes and Landforms;Hybrid;4200;2018;;;
1096-9845;Earthquake Engineering & Structural Dynamics;Hybrid;3800;2018;;;
1540-8175;Echocardiography;Hybrid;2700;2018;;;
1600-0587;Ecography;Hybrid;2000;2018;;;
1936-0592;Ecohydrology;Hybrid;4000;2018;;;
1939-5582;Ecological Applications;Hybrid;3000;2018;;;
1365-2311;Ecological Entomology;Hybrid;3000;2018;;;
1442-8903;Ecological Management & Restoration;Hybrid;2500;2018;;;
1557-7015;Ecological Monographs;Hybrid;3000;2018;;;
1939-9170;Ecology;Hybrid;3000;2018;;;
1461-0248;Ecology Letters;Hybrid;4300;2018;;;
1600-0633;Ecology of Freshwater Fish;Hybrid;3600;2018;;;
1368-423X;Econometrics Journal - The;Hybrid;3000;2018;;;
1468-0270;Economic Affairs;Hybrid;3000;2018;;;
2330-4847;Economic Anthropology;Hybrid;3000;2018;;;
1468-0289;Economic History Review - The;Hybrid;3000;2018;;;
1465-7295;Economic Inquiry;Hybrid;3000;2018;;;
1468-0297;Economic Journal - The;Hybrid;2500;2018;;;
1468-0300;Economic Notes;Hybrid;3000;2018;;;
1759-3441;Economic Papers: A journal of applied economics and policy;Hybrid;2500;2018;;;
1475-4932;Economic Record;Hybrid;2500;2018;;;
1468-0343;Economics & Politics;Hybrid;2500;2018;;;
1468-0351;Economics of Transition;Hybrid;3000;2018;;;
1758-6623;Ecumenical Review - The;Hybrid;3000;2018;;;
1741-5446;Educational Theory;Hybrid;3000;2018;;;
1520-6416;Electrical Engineering in Japan;Hybrid;2500;2018;;;
1521-4109;Electroanalysis;Hybrid;3000;2018;;;
1520-6440;Electronics and Communications in Japan;Hybrid;2500;2018;;;
1522-2683;ELECTROPHORESIS;Hybrid;3500;2018;;;
1460-2075;EMBO Journal - The;Hybrid;5200;2018;;;
1469-3178;EMBO Reports;Hybrid;5200;2018;;;
1742-6723;Emergency Medicine Australasia;Hybrid;3300;2018;;;
2194-4296;Energy Technology;Hybrid;3000;2018;;;
1618-2863;Engineering in Life Sciences;Hybrid;3500;2018;;;
1932-5312;ENT Today;Hybrid;3000;2018;;;
1570-7458;Entomologia Experimentalis et Applicata;Hybrid;3500;2018;;;
1748-5967;Entomological Research;Hybrid;2500;2018;;;
1479-8298;Entomological Science;Hybrid;2500;2018;;;
1098-2280;Environmental and Molecular Mutagenesis;Hybrid;3000;2018;;;
1462-2920;Environmental Microbiology;Hybrid;3500;2018;;;
1758-2229;Environmental Microbiology Reports;Hybrid;3000;2018;;;
1756-9338;Environmental Policy and Governance;Hybrid;2900;2018;;;
1944-7450;Environmental Progress & Sustainable Energy;Hybrid;3500;2018;;;
1522-7278;Environmental Toxicology;Hybrid;3900;2018;;;
1552-8618;Environmental Toxicology & Chemistry;Hybrid;3000;2018;;;
1099-095X;Environmetrics;Hybrid;3700;2018;;;
1528-1167;Epilepsia;Hybrid;3000;2018;;;
1365-2338;EPPO Bulletin;Hybrid;3000;2018;;;
2042-3292;Equine Veterinary Education;Hybrid;3000;2018;;;
2042-3306;Equine Veterinary Journal;Hybrid;3000;2018;;;
1439-0310;Ethology;Hybrid;3600;2018;;;
1548-1352;Ethos;Hybrid;3000;2018;;;
1746-692X;EuroChoices;Hybrid;3000;2018;;;
1099-0968;European Eating Disorders Review;Hybrid;3700;2018;;;
1468-036X;European Financial Management;Hybrid;2800;2018;;;
1365-2354;European Journal of Cancer Care;Hybrid;4200;2018;;;
1365-2362;European Journal of Clinical Investigation;Hybrid;3000;2018;;;
1600-0579;European Journal of Dental Education;Hybrid;3100;2018;;;
1465-3435;European Journal of Education;Hybrid;2600;2018;;;
1600-0609;European Journal of Haematology;Hybrid;3300;2018;;;
1879-0844;European Journal of Heart Failure;Hybrid;4200;2018;;;
1521-4141;European Journal of Immunology;Hybrid;3500;2018;;;
1099-0682;European Journal of Inorganic Chemistry;Hybrid;3000;2018;;;
1438-9312;European Journal of Lipid Science and Technology;Hybrid;3500;2018;;;
1468-1331;European Journal of Neurology;Hybrid;4100;2018;;;
1460-9568;European Journal of Neuroscience;Hybrid;3000;2018;;;
1600-0722;European Journal of Oral Sciences;Hybrid;3000;2018;;;
1099-0690;European Journal of Organic Chemistry;Hybrid;3000;2018;;;
1532-2149;European Journal of Pain;Hybrid;4000;2018;;;
1099-0984;European Journal of Personality;Hybrid;3000;2018;;;
1468-0378;European Journal of Philosophy;Hybrid;2500;2018;;;
1475-6765;European Journal of Political Research;Hybrid;3000;2018;;;
2047-8852;European Journal of Political Research Political Data Yearbook;Hybrid;3000;2018;;;
1099-0992;European Journal of Social Psychology;Hybrid;3000;2018;;;
1365-2389;European Journal of Soil Science;Hybrid;3700;2018;;;
1468-0386;European Law Journal;Hybrid;2500;2018;;;
1740-4762;European Management Review;Hybrid;3000;2018;;;
1558-5646;Evolution ;Hybrid;3000;2018;;;
1525-142X;Evolution & Development;Hybrid;3300;2018;;;
1520-6505;Evolutionary Anthropology: Issues, News, and Reviews;Hybrid;3800;2018;;;
1600-0625;Experimental Dermatology;Hybrid;4100;2018;;;
1469-445X;Experimental Physiology;Hybrid;2950;2018;;;
1468-0394;Expert Systems;Hybrid;2500;2018;;;
1552-3934;Family & Consumer Sciences Research Journal;Hybrid;3000;2018;;;
1744-1617;Family Court Review;Hybrid;3000;2018;;;
1545-5300;Family Process;Hybrid;3000;2018;;;
1741-3729;Family Relations;Hybrid;3000;2018;;;
1460-2695;Fatigue & Fracture of Engineering Materials & Structures;Hybrid;3800;2018;;;
1742-4658;FEBS Journal;Hybrid;3800;2018;;;
1873-3468;FEBS Letters;Hybrid;3000;2018;;;
1522-239X;Feddes Repertorium;Hybrid;2500;2018;;;
1468-0408;Financial Accountability & Management;Hybrid;2500;2018;;;
1755-053X;Financial Management;Hybrid;3000;2018;;;
1468-0416;Financial Markets, Institutions & Instruments;Hybrid;2500;2018;;;
2573-8615;Financial Planning Review;Hybrid;3000;2018;;;
1540-6288;Financial Review - The;Hybrid;3000;2018;;;
1099-1018;Fire and Materials;Hybrid;2500;2018;;;
1475-5890;Fiscal Studies;Hybrid;3000;2018;;;
1467-2979;Fish and Fisheries;Hybrid;3800;2018;;;
1548-8446;Fisheries;Hybrid;3000;2018;;;
1365-2400;Fisheries Management and Ecology;Hybrid;3400;2018;;;
1365-2419;Fisheries Oceanography;Hybrid;4000;2018;;;
1099-1026;Flavour and Fragrance Journal;Hybrid;3600;2018;;;
1944-9720;Foreign Language Annals;Hybrid;3000;2018;;;
1439-0329;Forest Pathology;Hybrid;3500;2018;;;
1521-3978;Fortschritte der Physik - Progress of Physics;Hybrid;3500;2018;;;
1365-2427;Freshwater Biology;Hybrid;3700;2018;;;
1615-6854;Fuel Cells;Hybrid;3300;2018;;;
1365-2435;Functional Ecology;Hybrid;3000;2018;;;
1472-8206;Fundamental & Clinical Pharmacology;Hybrid;2500;2018;;;
